Parsing hochiminh.geojson...
Loaded 3056 traffic signal nodes.

Building KD-tree...
KD-tree built in 0.34 ms.

Nearest traffic light to (10.7725, 106.6981):
  ID:        10315805798
  Location:  (10.7715858, 106.6985321)
  Distance:  112.1 m
  Query time: 0.0048 ms

--- All Nodes ---
ID              Latitude      Longitude     
411919089       10.7643503    106.6925257   
411919185       10.7816577    106.6816801   
411919193       10.7768018    106.6999227   
411919306       10.7777760    106.6988723   
411919360       10.7735902    106.7000977   
411919431       10.7870592    106.6911313   
411919522       10.7713217    106.6936938   
411921460       10.7923255    106.6936951   
411923828       10.7676266    106.6747986   
411925620       10.7716296    106.6857263   
411925774       10.7714724    106.6857341   
411925910       10.7681498    106.6843876   
411925917       10.7876317    106.6782882   
411925942       10.7814670    106.6948334   
411925946       10.7817005    106.6969717   
411925985       10.7886056    106.7035437   
411925987       10.7845700    106.6996774   
411926017       10.7920593    106.6914069   
411926052       10.7789053    106.6830576   
411926065       10.7748182    106.6961505   
411926137       10.7801372    106.6808694   
411926140       10.7916682    106.6898524   
411926157       10.7772405    106.7018045   
411926160       10.7859074    106.6899935   
411926164       10.7814734    106.6929429   
411926212       10.7805422    106.6939507   
411926216       10.7825170    106.6836150   
411926251       10.7849284    106.6892920   
411926273       10.7921610    106.6779981   
411926378       10.7773934    106.7041193   
411926380       10.7779522    106.7010349   
411926393       10.7765349    106.7050971   
411926403       10.7823954    106.6896689   
411926419       10.7855325    106.6927888   
411926523       10.7846634    106.6959835   
411926532       10.7834531    106.6907830   
411926559       10.7843600    106.6916574   
411926578       10.7838024    106.6970510   
411926594       10.7791968    106.7021750   
411926604       10.7805243    106.6958645   
411926613       10.7727870    106.6954284   
411926617       10.7739958    106.6971210   
411926624       10.7801873    106.7010602   
411926675       10.7801026    106.6842442   
411926698       10.7827237    106.6868417   
411926702       10.7776192    106.7038862   
419939142       10.3450193    107.0795825   
419939188       10.3482317    107.0742880   
419939190       10.3489037    107.0753670   
419939192       10.3497500    107.0766307   
419939473       10.3530009    107.0874657   
419939591       10.3661198    107.0761194   
692822151       10.7972869    106.6906238   
728690586       10.7990096    106.7236739   
893089551       10.9761450    106.7579286   
925138138       10.7520998    106.6774453   
935259230       10.4970594    107.1743473   
1276146622      10.3545836    107.0847663   
1349033432      10.7807522    106.6588381   
1409491215      10.8005120    106.6611859   
1410597213      11.1495185    106.5972512   
1410599759      11.1514476    106.5987678   
1410599804      11.1409879    106.6038196   
1410612344      11.1289710    106.5236413   
1410617973      11.0073004    106.6449932   
1410620491      10.9912912    106.6628869   
1410660631      11.0399512    106.6951747   
1410690762      11.0167109    106.7502115   
1410690783      11.0956296    106.7741677   
1411317380      10.4233159    107.1583289   
1432790058      10.4756234    107.2019161   
